Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response,sentiment,Vehicle_Age_< 1 Year,Vehicle_Age_> 2 Years
0,25,1,30.0,0,1,29397.0,152.0,29,0,0,True,False
1,38,1,6.0,1,0,27604.0,152.0,169,0,0,False,False
0,26,1,41.0,1,0,2630.0,151.0,130,0,0,True,False
0,21,1,9.0,1,0,2630.0,160.0,157,0,0,True,False
1,24,1,6.0,1,0,49007.0,152.0,30,0,0,True,False
0,69,1,50.0,0,1,36966.0,8.0,215,0,0,False,True
1,40,1,35.0,0,0,34694.0,52.0,65,0,0,False,False
1,66,1,41.0,0,1,33186.0,154.0,27,0,0,False,False
0,55,1,1.0,0,1,2630.0,26.0,72,1,1,False,True
0,29,1,28.0,1,0,39768.0,152.0,297,0,0,True,False
1,40,1,36.0,0,1,2630.0,26.0,258,0,0,False,False
0,69,1,15.0,0,1,50446.0,26.0,266,1,1,False,False
0,26,1,50.0,1,0,34402.0,152.0,128,0,0,True,False
0,49,1,41.0,0,1,37477.0,124.0,233,0,0,False,False
1,51,1,28.0,1,1,41942.0,3.0,151,0,0,False,False
1,25,1,11.0,1,0,34282.0,152.0,250,0,0,True,False
1,45,1,48.0,0,1,2630.0,124.0,162,0,0,False,False
1,46,1,28.0,0,1,33980.0,163.0,171,1,1,False,False
1,51,1,50.0,0,1,31341.0,26.0,217,0,0,False,False
0,26,1,2.0,0,1,26592.0,152.0,44,0,0,True,False
0,35,1,28.0,1,0,2630.0,124.0,51,0,0,False,False
1,25,1,28.0,0,0,43065.0,152.0,32,0,0,True,False
1,64,1,37.0,0,1,2630.0,156.0,76,0,0,False,True
1,45,1,8.0,1,0,31779.0,26.0,201,0,0,False,False
1,47,1,7.0,0,1,2630.0,26.0,20,1,1,False,False
1,24,1,46.0,1,0,22676.0,152.0,217,0,0,True,False
0,24,1,18.0,1,0,26943.0,152.0,69,0,0,True,False
1,71,1,25.0,0,1,28312.0,30.0,59,0,0,False,False
0,23,1,45.0,0,0,24112.0,152.0,53,0,0,True,False
0,27,1,36.0,0,1,25981.0,152.0,118,0,0,True,False
1,76,1,28.0,1,0,24417.0,124.0,173,0,0,False,False
1,46,1,28.0,0,1,38976.0,26.0,298,0,0,False,False
1,69,1,17.0,0,1,46150.0,124.0,55,1,1,False,False
0,23,1,27.0,0,0,33937.0,152.0,19,0,0,True,False
0,69,1,28.0,0,1,47327.0,122.0,220,0,0,False,False
0,51,1,28.0,0,1,38034.0,124.0,87,0,0,False,False
1,24,1,17.0,1,0,36489.0,152.0,37,0,0,True,False
1,24,1,15.0,0,0,25856.0,152.0,256,0,0,True,False
1,58,1,28.0,0,1,32913.0,26.0,258,0,0,False,False
1,25,1,18.0,1,0,28702.0,152.0,279,0,0,True,False
1,71,1,28.0,1,0,36922.0,122.0,229,0,0,False,False
0,49,1,2.0,0,0,2630.0,160.0,199,0,0,False,False
0,22,1,32.0,0,0,37134.0,152.0,203,0,0,True,False
1,55,1,28.0,0,1,51290.0,26.0,69,0,0,False,False
1,34,1,8.0,0,1,26050.0,156.0,197,0,0,False,False
0,36,1,28.0,0,1,24595.0,154.0,19,1,1,False,False
1,25,1,2.0,1,0,27131.0,152.0,189,0,0,True,False
0,37,1,31.0,0,0,2630.0,26.0,259,0,0,False,False
1,21,1,39.0,0,1,31973.0,160.0,14,0,0,True,False
1,61,1,49.0,0,1,33660.0,124.0,155,0,0,False,False
0,24,1,24.0,0,1,2630.0,152.0,80,0,0,True,False
1,65,1,38.0,0,1,34391.0,124.0,183,1,1,False,True
0,24,1,19.0,1,0,2630.0,152.0,106,0,0,True,False
0,24,1,37.0,0,1,32198.0,151.0,220,0,0,True,False
0,41,1,28.0,1,0,37852.0,26.0,32,0,0,False,False
0,25,1,6.0,1,0,21293.0,152.0,259,0,0,True,False
0,47,1,41.0,1,0,42080.0,124.0,62,0,0,False,False
1,53,1,46.0,0,1,49116.0,124.0,139,0,0,False,False
1,42,1,28.0,0,1,31604.0,23.0,254,0,0,False,False
0,44,1,30.0,0,1,32131.0,26.0,21,0,0,False,False
1,24,1,14.0,0,1,34931.0,152.0,222,1,1,True,False
0,25,1,27.0,1,0,23874.0,152.0,193,0,0,True,False
0,67,1,28.0,1,0,39283.0,124.0,105,0,0,False,False
0,32,1,11.0,1,0,30860.0,26.0,250,0,0,False,False
0,42,1,8.0,1,1,27837.0,124.0,129,0,0,False,False
1,50,1,28.0,0,1,53357.0,13.0,180,0,0,False,True
1,33,1,36.0,1,0,38390.0,152.0,259,0,0,True,False
1,27,1,46.0,0,1,23661.0,154.0,207,0,0,True,False
1,65,1,28.0,0,1,2630.0,26.0,201,0,0,False,False
1,21,1,11.0,0,1,57953.0,160.0,254,0,0,True,False
0,21,1,30.0,1,0,23760.0,152.0,162,0,0,True,False
1,45,1,50.0,0,1,31691.0,25.0,92,0,0,False,False
1,50,1,28.0,0,1,56003.0,124.0,54,1,1,False,False
0,31,1,48.0,1,0,2630.0,15.0,231,0,0,False,False
1,72,1,29.0,0,1,48038.0,26.0,269,0,0,False,False
1,40,1,28.0,0,1,41940.0,124.0,258,0,0,False,False
1,23,1,11.0,1,0,32320.0,152.0,150,0,0,True,False
1,27,1,3.0,1,0,41633.0,152.0,75,0,0,True,False
1,39,1,20.0,1,0,2630.0,124.0,62,0,0,False,False
0,21,1,18.0,0,0,29844.0,152.0,291,1,1,True,False
0,45,1,28.0,0,1,47076.0,122.0,161,1,1,False,False
1,44,1,28.0,0,1,46543.0,124.0,142,1,1,False,False
1,43,1,28.0,1,0,27876.0,26.0,231,0,0,False,False
0,23,1,18.0,0,1,39938.0,154.0,79,0,0,True,False
1,35,1,41.0,1,0,33124.0,26.0,40,0,0,False,False
0,48,1,28.0,1,0,31466.0,26.0,292,0,0,False,False
1,25,1,18.0,1,0,29886.0,152.0,176,0,0,True,False
1,32,1,16.0,0,1,2630.0,156.0,297,1,1,False,False
1,49,1,28.0,1,0,2630.0,124.0,245,0,0,False,False
1,23,1,15.0,0,1,48842.0,152.0,197,0,0,True,False
0,22,1,19.0,1,0,54559.0,152.0,87,0,0,True,False
1,26,1,8.0,1,0,43829.0,152.0,216,0,0,True,False
0,23,1,15.0,1,0,23688.0,152.0,186,0,0,True,False
1,42,1,43.0,0,1,2630.0,157.0,139,0,0,False,False
1,32,1,8.0,0,1,2630.0,156.0,78,0,0,False,False
0,27,1,41.0,1,0,40715.0,152.0,97,0,0,True,False
1,43,1,19.0,1,0,41031.0,124.0,45,0,0,False,False
1,63,1,28.0,0,1,26966.0,26.0,86,1,1,False,False
1,34,1,9.0,0,1,26990.0,163.0,259,0,0,False,False
1,34,1,28.0,0,1,30668.0,26.0,147,1,1,False,False
0,24,1,28.0,0,1,27893.0,124.0,153,0,0,True,False
1,27,1,8.0,1,0,47314.0,152.0,34,0,0,True,False
1,26,1,36.0,1,0,31641.0,152.0,28,0,0,True,False
0,45,1,28.0,0,1,50120.0,13.0,258,1,1,False,False
1,44,1,8.0,0,1,42971.0,26.0,230,0,0,False,False
1,74,1,26.0,0,1,46392.0,26.0,42,1,1,False,False
0,25,1,28.0,0,0,229935.0,152.0,247,0,0,True,False
1,25,1,12.0,1,0,55663.0,152.0,232,0,0,True,False
1,51,1,41.0,0,1,33824.0,26.0,195,0,0,False,False
1,57,1,28.0,1,0,44619.0,13.0,205,0,0,False,False
0,23,1,2.0,0,1,24287.0,152.0,110,0,0,True,False
1,38,1,28.0,0,1,28768.0,124.0,193,0,0,False,False
1,49,1,28.0,0,1,2630.0,156.0,83,1,1,False,True
0,69,1,50.0,1,0,44038.0,8.0,95,0,0,False,False
0,25,1,10.0,1,0,29327.0,152.0,195,0,0,True,False
1,29,1,30.0,1,0,25932.0,152.0,169,0,0,True,False
0,24,1,21.0,0,1,34089.0,152.0,258,0,0,True,False
0,24,1,28.0,1,0,44785.0,152.0,69,0,0,True,False
1,25,1,28.0,1,0,40044.0,152.0,34,0,0,True,False
1,52,1,8.0,0,1,2630.0,26.0,128,1,1,False,False
1,21,1,45.0,1,0,21054.0,152.0,44,0,0,True,False
0,30,1,49.0,0,1,29537.0,152.0,116,0,0,True,False
1,59,1,3.0,1,0,25086.0,26.0,182,0,0,False,False
1,53,1,28.0,0,1,36758.0,124.0,292,1,1,False,False
0,24,1,25.0,1,0,2630.0,152.0,144,0,0,True,False
1,39,1,36.0,0,1,2630.0,26.0,198,1,1,False,False
1,22,1,25.0,1,0,27886.0,152.0,218,0,0,True,False
0,30,1,41.0,1,0,37094.0,152.0,113,0,0,True,False
1,28,1,28.0,1,0,36501.0,152.0,225,0,0,True,False
0,22,1,30.0,0,1,28904.0,160.0,197,0,0,True,False
1,23,1,36.0,1,0,37946.0,152.0,76,0,0,True,False
0,27,1,28.0,1,0,39187.0,152.0,250,0,0,True,False
0,56,1,28.0,0,0,26714.0,156.0,66,0,0,False,False
1,24,1,30.0,1,0,27582.0,152.0,235,0,0,True,False
1,41,1,36.0,1,1,36165.0,124.0,116,0,0,False,False
1,62,1,28.0,0,1,52825.0,124.0,142,0,0,False,False
0,59,1,7.0,0,1,47868.0,26.0,76,0,0,False,False
1,79,1,28.0,1,0,35948.0,26.0,55,0,0,False,False
0,25,1,28.0,1,0,27097.0,152.0,106,0,0,True,False
1,44,1,28.0,1,0,38071.0,124.0,209,0,0,False,False
1,54,1,28.0,1,0,52319.0,124.0,137,0,0,False,False
1,22,1,15.0,0,1,39443.0,152.0,247,0,0,True,False
1,52,1,20.0,1,1,2630.0,124.0,73,0,0,False,False
0,36,1,28.0,0,1,52056.0,124.0,162,0,0,False,False
0,21,1,2.0,0,1,29004.0,160.0,197,0,0,True,False
1,28,1,37.0,1,0,33247.0,152.0,72,0,0,True,False
1,69,1,28.0,0,1,24303.0,55.0,276,0,0,False,False
0,26,1,3.0,1,0,25886.0,152.0,108,0,0,True,False
0,21,1,2.0,0,1,22092.0,160.0,81,0,0,True,False
0,50,1,36.0,0,0,2630.0,26.0,146,0,0,False,False
0,24,1,18.0,1,0,34826.0,152.0,38,0,0,True,False
1,79,1,45.0,0,1,21882.0,124.0,78,0,0,False,False
1,26,1,7.0,1,0,41238.0,152.0,287,0,0,True,False
0,24,1,24.0,1,0,56998.0,152.0,108,0,0,True,False
0,25,1,30.0,0,1,2630.0,26.0,125,0,0,True,False
1,27,1,41.0,0,1,2630.0,156.0,63,0,0,False,False
0,20,1,30.0,0,1,29783.0,160.0,262,0,0,True,False
1,48,1,14.0,1,0,26403.0,124.0,143,0,0,False,False
0,44,1,28.0,0,1,31134.0,156.0,29,0,0,False,False
1,24,1,10.0,1,0,29507.0,152.0,294,0,0,True,False
1,24,1,27.0,0,1,24146.0,152.0,160,0,0,True,False
0,48,1,28.0,1,0,2630.0,124.0,167,0,0,False,False
1,41,1,50.0,1,0,31283.0,124.0,79,0,0,False,False
0,30,1,40.0,0,1,41774.0,152.0,118,0,0,True,False
1,50,1,28.0,0,1,47391.0,26.0,57,1,1,False,True
0,38,1,28.0,1,0,81047.0,26.0,257,0,0,False,False
0,24,1,3.0,1,0,19042.0,152.0,105,0,0,True,False
0,29,1,41.0,0,1,2630.0,157.0,161,0,0,False,False
0,29,1,28.0,1,0,39342.0,152.0,288,0,0,True,False
1,40,1,8.0,1,0,34407.0,26.0,129,0,0,False,False
0,37,1,48.0,0,1,2630.0,124.0,62,0,0,False,False
1,64,1,28.0,0,1,40309.0,25.0,158,0,0,False,False
0,23,1,50.0,1,0,26721.0,151.0,156,0,0,True,False
0,26,1,35.0,1,0,2630.0,156.0,217,0,0,False,False
0,24,1,6.0,1,0,22631.0,152.0,195,0,0,True,False
0,31,1,11.0,1,0,2630.0,124.0,230,0,0,False,False
1,47,1,28.0,0,1,2630.0,124.0,231,0,0,False,False
1,40,1,2.0,0,1,2630.0,157.0,75,0,0,False,False
1,48,1,41.0,1,0,31883.0,124.0,149,0,0,False,False
0,32,1,8.0,0,1,37587.0,152.0,171,0,0,True,False
1,58,1,41.0,0,1,38589.0,136.0,97,0,0,False,False
1,74,1,0.0,0,1,2630.0,26.0,179,0,0,False,False
1,21,1,3.0,0,1,27501.0,152.0,134,0,0,True,False
1,21,1,45.0,0,1,37295.0,160.0,196,0,0,True,False
0,38,1,20.0,0,1,2630.0,154.0,42,1,1,False,False
0,25,1,8.0,0,0,49630.0,152.0,180,0,0,True,False
0,58,1,48.0,0,1,2630.0,124.0,69,0,0,False,False
0,26,1,27.0,0,1,2630.0,26.0,175,0,0,True,False
1,49,1,46.0,0,1,16400.0,26.0,132,0,0,False,False
1,43,1,28.0,0,1,43213.0,26.0,263,0,0,False,False
1,79,1,36.0,0,1,39390.0,26.0,109,0,0,False,False
0,41,1,28.0,1,0,27569.0,60.0,299,0,0,False,False
1,65,1,35.0,1,0,30136.0,10.0,196,0,0,False,False
1,34,1,28.0,1,0,39926.0,124.0,49,0,0,False,False
1,23,1,30.0,0,1,32615.0,152.0,69,0,0,True,False
1,31,1,26.0,0,1,33171.0,124.0,12,1,1,False,False
0,43,1,28.0,1,0,49528.0,26.0,194,0,0,False,False
1,46,1,47.0,1,0,26730.0,26.0,262,0,0,False,False
1,41,1,28.0,0,1,47513.0,26.0,65,1,1,False,True
1,22,1,50.0,0,1,2630.0,124.0,285,0,0,True,False
1,55,1,28.0,0,1,47646.0,4.0,196,0,0,False,False
0,43,1,48.0,1,0,2630.0,15.0,68,0,0,False,False
1,41,1,51.0,0,1,27982.0,163.0,252,0,0,False,False
0,43,1,28.0,0,1,33754.0,26.0,186,0,0,False,False
1,24,1,41.0,1,0,30630.0,152.0,269,0,0,True,False
0,50,1,28.0,1,0,51319.0,61.0,221,0,0,False,False
1,70,1,28.0,0,1,34226.0,25.0,290,1,1,False,False
0,37,1,15.0,0,1,27491.0,14.0,177,0,0,False,False
1,52,1,47.0,1,0,32529.0,26.0,125,0,0,False,False
1,27,1,47.0,0,1,27622.0,152.0,217,0,0,True,False
0,20,1,46.0,0,1,19692.0,160.0,154,0,0,True,False
1,60,1,28.0,0,0,24774.0,124.0,277,0,0,False,False
0,21,1,12.0,1,1,29446.0,160.0,229,0,0,True,False
1,41,1,8.0,0,1,48604.0,124.0,200,0,0,False,False
0,51,1,28.0,0,1,60496.0,122.0,288,0,0,False,False
1,33,1,8.0,1,0,23789.0,153.0,25,0,0,True,False
0,21,1,12.0,0,0,21236.0,152.0,51,0,0,True,False
0,27,1,15.0,1,0,49331.0,152.0,235,0,0,True,False
1,64,1,28.0,1,0,48815.0,122.0,254,0,0,False,False
1,48,1,36.0,1,0,37116.0,26.0,169,0,0,False,False
1,47,1,8.0,0,1,26006.0,29.0,167,1,1,False,False
0,32,1,3.0,0,1,22598.0,155.0,18,1,1,False,False
1,34,1,15.0,0,0,33877.0,152.0,146,0,0,False,False
0,26,1,50.0,1,0,25998.0,152.0,173,0,0,True,False
1,40,1,28.0,0,1,38997.0,125.0,15,0,0,False,False
0,57,1,50.0,0,1,2630.0,8.0,103,0,0,False,False
1,23,1,8.0,1,0,23727.0,152.0,293,0,0,True,False
0,30,1,28.0,0,1,50986.0,26.0,299,1,1,True,False
0,44,1,28.0,1,0,36657.0,26.0,159,0,0,False,False
0,47,1,28.0,1,0,2630.0,156.0,44,0,0,False,False
0,23,1,3.0,1,0,29495.0,152.0,116,0,0,True,False
0,53,1,8.0,0,0,45663.0,124.0,20,0,0,False,False
1,21,1,15.0,0,0,27545.0,160.0,262,0,0,True,False
1,66,1,28.0,0,1,58312.0,3.0,103,0,0,False,False
1,23,1,46.0,1,0,22564.0,152.0,54,0,0,True,False
0,44,1,28.0,0,1,43965.0,45.0,84,1,1,False,False
1,25,1,28.0,0,0,37504.0,152.0,160,0,0,True,False
0,21,1,46.0,1,0,29350.0,152.0,235,0,0,True,False
1,22,1,9.0,0,1,28878.0,152.0,248,0,0,True,False
1,36,1,28.0,0,1,43170.0,124.0,102,0,0,False,False
1,46,1,28.0,0,1,33432.0,26.0,236,1,1,False,False
0,22,1,46.0,1,0,54261.0,152.0,213,0,0,True,False
0,29,1,41.0,1,0,18574.0,152.0,280,0,0,True,False
1,39,1,39.0,0,1,2630.0,124.0,193,0,0,False,False
1,23,1,24.0,1,0,36506.0,152.0,77,0,0,True,False
0,25,1,45.0,0,1,27232.0,152.0,58,0,0,True,False
1,57,1,41.0,0,1,37758.0,124.0,292,0,0,False,True
1,47,1,33.0,1,0,32673.0,26.0,120,0,0,False,False
0,31,1,8.0,0,1,28796.0,152.0,76,0,0,True,False
1,23,1,28.0,0,1,66415.0,152.0,173,0,0,True,False
0,22,1,36.0,0,0,40577.0,152.0,142,0,0,True,False
0,22,1,21.0,1,0,36759.0,152.0,137,0,0,True,False
0,44,1,28.0,0,1,48741.0,26.0,184,1,1,False,False
1,54,1,46.0,0,1,25785.0,26.0,268,1,1,False,True
1,24,1,47.0,1,0,29291.0,152.0,226,0,0,True,False
1,75,1,46.0,0,1,31346.0,124.0,59,0,0,False,False
1,50,1,28.0,0,0,41894.0,26.0,155,0,0,False,False
1,51,1,0.0,0,1,2630.0,124.0,259,0,0,False,False
1,42,1,8.0,0,1,2630.0,124.0,162,1,1,False,False
0,24,1,9.0,1,0,2630.0,152.0,244,0,0,True,False
1,24,1,36.0,1,0,37663.0,152.0,59,0,0,True,False
0,45,1,45.0,0,1,31905.0,26.0,133,0,0,False,False
0,20,1,34.0,0,1,57092.0,160.0,100,0,0,True,False
0,27,1,10.0,1,1,2630.0,152.0,231,0,0,True,False
0,31,1,28.0,0,0,2630.0,1.0,48,0,0,True,False
0,32,1,26.0,1,0,2630.0,152.0,71,0,0,True,False
1,64,1,28.0,0,1,34335.0,122.0,246,0,0,False,False
0,25,1,13.0,1,0,29816.0,152.0,166,0,0,True,False
1,58,1,22.0,1,0,2630.0,8.0,257,0,0,False,False
0,27,1,11.0,1,0,25200.0,152.0,98,0,0,True,False
0,23,1,29.0,1,0,35004.0,152.0,236,0,0,True,False
0,52,1,46.0,0,1,28081.0,152.0,13,0,0,False,False
1,26,1,10.0,1,0,22666.0,152.0,293,0,0,True,False
0,42,1,28.0,1,0,42672.0,125.0,83,0,0,False,False
1,35,1,41.0,0,0,30250.0,152.0,53,0,0,False,False
0,75,1,28.0,1,0,26437.0,122.0,199,0,0,False,False
1,54,1,48.0,0,1,2630.0,15.0,134,1,1,False,False
1,59,1,3.0,0,0,21455.0,152.0,227,0,0,False,False
0,32,1,28.0,1,0,59243.0,26.0,276,0,0,False,False
1,31,1,2.0,0,0,34537.0,152.0,275,0,0,True,False
1,39,1,20.0,1,0,2630.0,124.0,233,0,0,False,False
1,56,1,28.0,0,1,50448.0,26.0,121,0,0,False,False
1,25,1,8.0,1,0,68115.0,152.0,131,0,0,True,False
1,28,1,18.0,1,0,2630.0,152.0,165,0,0,True,False
1,40,1,36.0,0,1,24833.0,124.0,245,0,0,False,False
0,23,1,21.0,1,0,2630.0,152.0,14,0,0,True,False
1,25,1,43.0,0,1,22563.0,160.0,267,0,0,True,False
1,32,1,45.0,1,0,35297.0,152.0,92,0,0,True,False
0,47,1,3.0,1,0,26725.0,26.0,207,0,0,False,False
0,23,1,13.0,1,0,21737.0,152.0,107,0,0,True,False
1,44,1,28.0,0,0,25854.0,13.0,196,0,0,False,False
1,63,1,24.0,0,1,27933.0,122.0,105,1,1,False,False
0,62,1,27.0,1,0,2630.0,152.0,201,0,0,False,False
0,25,1,28.0,1,0,25156.0,152.0,41,0,0,True,False
1,24,1,36.0,0,1,52011.0,151.0,245,0,0,True,False
0,21,1,24.0,1,1,34838.0,152.0,128,0,0,True,False
1,27,1,11.0,1,0,31021.0,152.0,70,0,0,True,False
0,24,1,15.0,1,1,32488.0,152.0,189,0,0,True,False
1,22,1,8.0,1,0,43531.0,152.0,204,0,0,True,False
0,23,1,17.0,0,0,2630.0,152.0,82,0,0,True,False
0,60,1,28.0,0,1,51778.0,26.0,25,0,0,False,False
0,35,1,28.0,0,1,52605.0,124.0,252,0,0,False,False
0,21,1,46.0,1,0,35910.0,160.0,65,0,0,True,False
1,53,1,36.0,0,0,54203.0,26.0,76,0,0,False,False
0,40,1,28.0,1,0,44624.0,59.0,231,0,0,False,False
0,29,1,28.0,1,0,28839.0,152.0,298,0,0,True,False
1,25,1,29.0,1,0,48688.0,152.0,296,0,0,True,False
1,64,1,29.0,1,1,2630.0,26.0,245,0,0,False,False
1,47,1,29.0,1,0,26203.0,124.0,269,0,0,False,False
1,29,1,33.0,0,1,39777.0,152.0,294,0,0,True,False
0,72,1,30.0,0,1,30940.0,26.0,82,0,0,False,False
1,26,1,41.0,1,0,28894.0,152.0,50,0,0,True,False
1,24,1,6.0,1,0,18562.0,152.0,278,0,0,True,False
1,43,1,28.0,0,1,70409.0,26.0,277,0,0,False,False
1,39,1,28.0,0,1,54985.0,26.0,170,1,1,False,False
0,53,1,41.0,0,1,50836.0,124.0,248,0,0,False,False
0,21,1,12.0,0,1,25848.0,152.0,111,0,0,True,False
0,65,1,28.0,0,1,49557.0,26.0,286,0,0,False,False
0,28,1,28.0,0,1,27346.0,152.0,166,0,0,True,False
1,34,1,33.0,1,0,29773.0,26.0,188,0,0,False,False
0,54,1,48.0,0,1,2630.0,26.0,79,0,0,False,False
0,22,1,25.0,1,0,27857.0,152.0,93,0,0,True,False
0,25,1,30.0,1,0,26452.0,152.0,31,0,0,True,False
1,57,1,21.0,0,1,40960.0,124.0,56,0,0,False,True
0,63,1,20.0,0,1,2630.0,26.0,208,0,0,False,False
0,24,1,8.0,0,1,2630.0,160.0,174,0,0,True,False
1,23,1,28.0,0,1,2630.0,26.0,100,0,0,True,False
0,51,1,28.0,0,1,50522.0,26.0,193,0,0,False,False
1,71,1,4.0,0,1,33623.0,26.0,66,0,0,False,False
0,22,1,46.0,0,1,32160.0,152.0,25,0,0,True,False
1,54,1,4.0,1,0,2630.0,124.0,194,0,0,False,False
0,20,1,5.0,0,1,2630.0,160.0,213,0,0,True,False
1,31,1,46.0,1,0,39353.0,152.0,193,0,0,True,False
0,29,1,8.0,1,0,31807.0,160.0,176,0,0,True,False
1,45,1,28.0,0,0,2630.0,1.0,136,0,0,True,False
0,29,1,28.0,1,0,48231.0,152.0,178,0,0,True,False
0,23,1,3.0,1,0,24745.0,152.0,180,0,0,True,False
1,29,1,28.0,0,1,45394.0,13.0,116,1,1,False,False
0,35,1,3.0,0,1,2630.0,157.0,112,0,0,False,False
0,37,1,35.0,1,0,2630.0,156.0,76,0,0,False,False
1,52,1,28.0,0,1,67185.0,26.0,191,1,1,False,False
0,25,1,14.0,1,0,38348.0,152.0,207,0,0,True,False
0,28,1,50.0,1,0,28587.0,152.0,173,0,0,True,False
0,69,1,28.0,0,1,36157.0,122.0,148,0,0,False,False
0,66,1,46.0,0,1,2630.0,156.0,142,0,0,False,False
1,23,1,15.0,1,0,27410.0,152.0,258,0,0,True,False
1,43,1,9.0,0,1,25952.0,124.0,115,1,1,False,False
1,23,1,43.0,1,0,28604.0,152.0,133,0,0,True,False
1,48,1,28.0,0,1,37942.0,26.0,109,1,1,False,False
1,27,1,28.0,1,0,35115.0,152.0,172,0,0,True,False
0,25,1,47.0,1,0,2630.0,152.0,193,0,0,True,False
0,26,1,14.0,1,0,2630.0,160.0,89,0,0,True,False
0,25,1,30.0,1,0,26333.0,152.0,94,0,0,True,False
1,36,1,43.0,0,1,34253.0,156.0,238,0,0,False,False
1,73,1,15.0,1,0,2630.0,124.0,186,0,0,False,False
1,45,1,28.0,0,1,34842.0,26.0,121,1,1,False,True
1,54,1,50.0,0,1,29559.0,8.0,183,0,0,False,False
0,25,1,28.0,1,0,49739.0,26.0,218,0,0,True,False
1,50,1,28.0,0,1,58536.0,26.0,45,1,1,False,True
1,62,1,33.0,0,1,22579.0,26.0,284,0,0,False,True
1,69,1,0.0,0,1,2630.0,122.0,13,0,0,False,False
1,30,1,9.0,1,0,23999.0,26.0,216,0,0,False,False
1,63,1,13.0,1,1,30321.0,124.0,154,0,0,False,False
1,28,1,2.0,0,1,40044.0,130.0,238,1,1,False,False
1,59,1,28.0,0,1,29879.0,124.0,122,0,0,False,False
0,27,1,28.0,1,0,50884.0,152.0,44,0,0,True,False
1,24,1,18.0,1,1,2630.0,152.0,129,0,0,True,False
1,39,1,39.0,0,1,37334.0,26.0,135,0,0,False,False
0,25,1,3.0,1,0,36020.0,152.0,37,0,0,True,False
1,60,1,28.0,1,0,48456.0,124.0,192,0,0,False,False
0,24,1,15.0,1,0,29881.0,152.0,17,0,0,True,False
0,43,1,28.0,1,0,39877.0,122.0,152,0,0,False,False
0,48,1,46.0,1,0,26801.0,152.0,170,0,0,False,False
1,44,1,11.0,0,1,34556.0,26.0,12,1,1,False,False
0,25,1,8.0,1,0,35947.0,152.0,216,0,0,True,False
1,23,1,46.0,1,0,31174.0,152.0,123,0,0,True,False
0,25,1,43.0,0,0,2630.0,152.0,185,0,0,True,False
0,22,1,33.0,1,0,33164.0,152.0,199,0,0,True,False
0,44,1,46.0,1,0,45089.0,124.0,18,0,0,False,False
0,52,1,26.0,0,0,43090.0,22.0,281,0,0,False,False
0,49,1,51.0,1,0,34560.0,122.0,202,0,0,False,False
0,66,1,8.0,0,1,33995.0,7.0,220,0,0,False,False
1,48,1,29.0,0,0,34378.0,152.0,226,0,0,False,False
1,59,1,28.0,0,1,47896.0,26.0,210,0,0,False,True
0,21,1,36.0,0,1,37977.0,152.0,41,0,0,True,False
1,45,1,28.0,0,1,47638.0,124.0,291,0,0,False,False
0,24,1,14.0,1,0,15472.0,152.0,75,0,0,True,False
1,23,1,29.0,1,0,30427.0,152.0,121,0,0,True,False
0,27,1,33.0,0,1,2630.0,124.0,133,0,0,True,False
1,55,1,28.0,0,1,57744.0,16.0,98,0,0,False,False
0,25,1,30.0,1,0,19745.0,152.0,269,0,0,True,False
0,36,1,46.0,0,1,27815.0,156.0,285,1,1,False,False
0,23,1,36.0,1,0,22810.0,152.0,271,0,0,True,False
0,37,1,0.0,0,1,2630.0,151.0,40,0,0,False,False
1,46,1,8.0,0,1,39019.0,124.0,120,0,0,False,False
1,53,1,36.0,1,0,34464.0,152.0,293,0,0,False,False
1,25,1,3.0,0,0,36182.0,152.0,64,0,0,True,False
0,28,1,8.0,1,0,34299.0,152.0,31,0,0,True,False
1,54,1,28.0,0,1,2630.0,26.0,180,1,1,False,False
1,23,1,15.0,0,0,32945.0,152.0,107,0,0,True,False
0,21,1,3.0,0,0,21126.0,152.0,59,0,0,True,False
0,32,1,28.0,0,1,45805.0,154.0,106,1,1,False,False
0,37,1,28.0,0,1,24761.0,111.0,277,0,0,False,False
0,22,1,8.0,1,0,42426.0,152.0,61,0,0,True,False
1,46,1,46.0,1,0,28515.0,124.0,193,0,0,False,False
1,40,1,41.0,0,1,31417.0,26.0,242,0,0,False,False
1,26,1,3.0,1,0,26946.0,152.0,156,0,0,True,False
0,46,1,27.0,0,0,24257.0,26.0,73,0,0,False,False
1,48,1,28.0,0,1,47870.0,156.0,242,1,1,False,False
0,41,1,28.0,0,1,42748.0,26.0,268,0,0,False,False
0,32,1,31.0,0,1,2630.0,152.0,189,0,0,True,False
1,54,1,8.0,0,1,42440.0,26.0,186,1,1,False,True
1,61,1,36.0,0,1,37590.0,30.0,223,0,0,False,False
1,58,1,28.0,0,1,50285.0,122.0,272,0,0,False,False
0,33,1,28.0,0,1,50937.0,4.0,167,1,1,False,False
0,27,1,2.0,1,0,2630.0,152.0,272,0,0,True,False
1,69,1,8.0,1,1,65671.0,30.0,79,0,0,False,False
1,51,1,28.0,0,1,45983.0,26.0,174,0,0,False,False
0,26,1,3.0,1,0,25952.0,152.0,74,0,0,True,False
1,28,1,30.0,1,0,25381.0,152.0,215,0,0,True,False
1,25,1,29.0,1,0,34065.0,152.0,94,0,0,True,False
