id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
138102,Male,30,1,8.0,1,< 1 Year,No,40028.0,152.0,77,0
1222,Male,23,1,50.0,0,< 1 Year,No,39583.0,151.0,128,0
137903,Female,21,1,7.0,0,< 1 Year,No,28416.0,152.0,92,0
83802,Male,52,1,48.0,1,1-2 Year,Yes,2630.0,124.0,44,0
28992,Male,29,1,46.0,0,< 1 Year,Yes,32705.0,124.0,168,0
156711,Male,76,1,28.0,1,1-2 Year,No,45169.0,26.0,263,0
108381,Male,40,1,35.0,0,1-2 Year,No,34694.0,52.0,65,0
375096,Female,25,1,36.0,1,< 1 Year,No,2630.0,160.0,203,0
56135,Male,68,1,14.0,1,1-2 Year,No,24209.0,26.0,98,0
11255,Female,53,1,28.0,0,1-2 Year,Yes,57348.0,26.0,274,0
122095,Male,25,1,15.0,0,< 1 Year,No,29313.0,152.0,182,0
277459,Female,24,1,6.0,0,< 1 Year,No,19021.0,152.0,195,0
247820,Male,41,1,28.0,0,1-2 Year,Yes,29127.0,154.0,24,0
173440,Male,48,1,36.0,1,1-2 Year,No,31945.0,124.0,237,0
253588,Male,24,1,32.0,0,< 1 Year,Yes,23036.0,152.0,242,0
188992,Male,52,1,28.0,0,1-2 Year,Yes,70037.0,122.0,218,1
14316,Female,23,1,13.0,1,< 1 Year,No,28760.0,152.0,166,0
186078,Female,75,1,28.0,1,1-2 Year,No,26437.0,122.0,199,0
324158,Female,25,1,36.0,0,< 1 Year,Yes,31080.0,152.0,212,0
245822,Female,21,1,26.0,1,< 1 Year,No,37628.0,152.0,155,0
265901,Female,27,1,35.0,1,< 1 Year,No,26050.0,152.0,201,0
333383,Female,44,1,28.0,0,1-2 Year,Yes,56520.0,26.0,47,0
301782,Male,21,1,15.0,0,< 1 Year,Yes,39383.0,152.0,141,0
359616,Female,77,1,28.0,1,1-2 Year,No,45462.0,26.0,62,0
110204,Male,41,1,31.0,0,> 2 Years,Yes,2630.0,124.0,111,1
339049,Male,54,1,11.0,0,1-2 Year,Yes,26199.0,26.0,83,0
114797,Male,55,1,28.0,1,1-2 Year,No,33703.0,26.0,161,0
347745,Female,43,1,32.0,1,1-2 Year,No,25678.0,124.0,179,0
232674,Male,49,1,28.0,0,1-2 Year,Yes,2630.0,26.0,222,1
123986,Female,26,1,11.0,1,< 1 Year,No,43885.0,152.0,76,0
96892,Male,48,1,6.0,0,1-2 Year,Yes,30841.0,26.0,84,0
219417,Male,51,1,16.0,0,1-2 Year,No,2630.0,124.0,284,0
326247,Female,24,1,41.0,1,< 1 Year,No,2630.0,152.0,118,0
318429,Male,41,1,28.0,0,1-2 Year,Yes,33812.0,124.0,97,1
124425,Female,50,1,28.0,1,1-2 Year,No,51319.0,61.0,221,0
156147,Female,43,1,28.0,1,1-2 Year,No,49072.0,26.0,154,0
282944,Male,51,1,28.0,0,> 2 Years,Yes,52761.0,26.0,170,0
19999,Male,54,1,48.0,0,1-2 Year,Yes,2630.0,15.0,134,1
95695,Female,38,1,3.0,0,1-2 Year,Yes,20745.0,124.0,25,0
263733,Female,44,1,8.0,1,1-2 Year,No,37127.0,124.0,90,0
251860,Male,44,1,34.0,1,1-2 Year,No,32822.0,124.0,26,0
160253,Female,64,1,28.0,1,1-2 Year,No,40591.0,124.0,294,0
79600,Female,28,1,34.0,1,< 1 Year,Yes,22649.0,152.0,38,0
164264,Male,21,1,15.0,0,< 1 Year,Yes,47795.0,160.0,154,0
221833,Female,27,1,2.0,1,< 1 Year,No,2630.0,152.0,272,0
207590,Male,25,1,13.0,1,< 1 Year,No,31570.0,152.0,280,0
266135,Male,21,1,13.0,1,< 1 Year,Yes,30899.0,160.0,219,0
255946,Female,44,1,50.0,0,1-2 Year,Yes,72002.0,8.0,230,1
175516,Male,28,1,36.0,1,< 1 Year,No,32630.0,152.0,185,0
95898,Female,55,1,26.0,1,1-2 Year,No,30352.0,26.0,172,0
275422,Male,46,1,28.0,0,1-2 Year,Yes,2630.0,124.0,272,0
275566,Male,59,1,46.0,0,1-2 Year,Yes,28281.0,163.0,24,0
269857,Female,24,1,8.0,1,< 1 Year,No,70187.0,152.0,194,0
109514,Male,34,1,43.0,0,1-2 Year,Yes,36726.0,124.0,20,0
42775,Male,48,1,39.0,0,1-2 Year,Yes,39839.0,26.0,14,0
309014,Male,65,1,28.0,0,1-2 Year,Yes,2630.0,26.0,201,0
265342,Female,26,1,18.0,1,< 1 Year,No,39439.0,152.0,118,0
345998,Male,48,1,28.0,1,1-2 Year,No,38252.0,54.0,184,0
283423,Male,48,1,48.0,0,1-2 Year,Yes,2630.0,26.0,185,1
235268,Male,21,1,27.0,1,< 1 Year,No,2630.0,160.0,68,0
360061,Male,25,1,28.0,1,< 1 Year,No,37855.0,152.0,188,0
313909,Male,44,1,29.0,0,1-2 Year,Yes,40500.0,3.0,243,1
345058,Male,43,1,9.0,0,1-2 Year,Yes,25952.0,124.0,115,1
295444,Male,54,1,29.0,0,1-2 Year,Yes,31659.0,124.0,182,1
342242,Female,21,1,36.0,0,< 1 Year,Yes,46491.0,160.0,202,0
327681,Male,49,1,11.0,0,> 2 Years,Yes,2630.0,156.0,234,0
46608,Female,70,1,28.0,1,1-2 Year,No,28841.0,124.0,152,0
28108,Male,56,1,28.0,0,1-2 Year,Yes,54522.0,26.0,231,0
295219,Female,20,1,3.0,0,< 1 Year,Yes,30212.0,160.0,53,0
111738,Female,25,1,37.0,0,< 1 Year,No,33528.0,152.0,34,0
38207,Male,36,1,10.0,1,1-2 Year,No,30925.0,152.0,198,0
65727,Female,73,1,50.0,0,1-2 Year,No,42133.0,124.0,203,0
366633,Male,53,1,28.0,0,1-2 Year,Yes,54918.0,55.0,271,0
47897,Female,25,1,8.0,0,< 1 Year,Yes,40191.0,152.0,185,0
47119,Female,22,1,30.0,0,< 1 Year,Yes,28904.0,160.0,197,0
233862,Male,21,1,41.0,0,< 1 Year,Yes,30204.0,26.0,67,0
345431,Male,64,1,29.0,1,1-2 Year,Yes,2630.0,26.0,245,0
93000,Male,48,1,28.0,0,> 2 Years,Yes,37447.0,26.0,254,1
253915,Male,24,1,18.0,1,< 1 Year,No,32194.0,152.0,241,0
366040,Male,51,1,28.0,0,1-2 Year,Yes,34868.0,125.0,90,0
24055,Male,54,1,29.0,0,1-2 Year,Yes,2630.0,26.0,49,0
50444,Male,52,1,8.0,0,1-2 Year,Yes,2630.0,26.0,128,1
33283,Male,25,1,21.0,1,< 1 Year,No,26605.0,152.0,19,0
170347,Male,72,1,28.0,0,1-2 Year,Yes,42650.0,26.0,23,0
168935,Female,25,1,8.0,0,< 1 Year,Yes,29717.0,160.0,232,0
289474,Male,31,1,46.0,1,< 1 Year,No,39353.0,152.0,193,0
345447,Female,59,1,28.0,1,1-2 Year,No,27411.0,26.0,154,0
169440,Female,50,1,47.0,1,1-2 Year,No,28229.0,124.0,213,0
77461,Female,22,1,11.0,1,< 1 Year,No,36580.0,152.0,171,0
7270,Male,41,1,28.0,0,1-2 Year,Yes,41342.0,26.0,267,1
134667,Male,39,1,39.0,0,1-2 Year,Yes,37334.0,26.0,135,0
250109,Female,24,1,9.0,0,< 1 Year,No,23974.0,152.0,12,0
375673,Female,21,1,12.0,0,< 1 Year,Yes,27470.0,160.0,253,0
312452,Male,56,1,8.0,1,1-2 Year,No,51384.0,124.0,236,0
90457,Male,22,1,13.0,0,< 1 Year,No,29909.0,152.0,64,0
340930,Male,69,1,41.0,1,1-2 Year,No,41647.0,19.0,229,0
11742,Female,64,1,28.0,0,1-2 Year,Yes,31302.0,26.0,48,1
254288,Male,24,1,28.0,1,< 1 Year,No,57196.0,26.0,57,0
155520,Female,23,1,41.0,1,< 1 Year,No,27841.0,152.0,59,0
299090,Male,36,1,30.0,0,1-2 Year,Yes,28453.0,154.0,273,1
175979,Female,41,1,28.0,0,1-2 Year,Yes,42748.0,26.0,268,0
205670,Male,31,1,28.0,0,< 1 Year,No,2630.0,1.0,71,0
125026,Male,26,1,28.0,1,< 1 Year,No,43413.0,152.0,238,0
292434,Male,54,1,46.0,0,> 2 Years,Yes,27745.0,116.0,210,0
174825,Male,38,1,28.0,0,1-2 Year,Yes,47548.0,124.0,287,0
335925,Female,61,1,28.0,0,1-2 Year,Yes,40113.0,3.0,65,0
103874,Male,38,1,35.0,1,1-2 Year,No,41274.0,152.0,89,0
81582,Female,48,1,28.0,1,1-2 Year,No,51740.0,52.0,177,0
221050,Male,23,1,2.0,0,< 1 Year,Yes,40509.0,152.0,219,0
58981,Male,57,1,5.0,0,1-2 Year,Yes,36682.0,29.0,136,1
162299,Female,52,1,28.0,0,> 2 Years,Yes,64843.0,24.0,125,0
34954,Female,31,1,41.0,1,1-2 Year,No,38172.0,124.0,258,0
330627,Female,23,1,41.0,1,< 1 Year,No,21078.0,152.0,247,0
136324,Male,77,1,28.0,0,1-2 Year,Yes,48880.0,26.0,294,0
160177,Female,25,1,10.0,0,< 1 Year,Yes,23354.0,152.0,68,0
360491,Male,31,1,8.0,1,< 1 Year,No,45476.0,152.0,113,0
35040,Male,24,1,22.0,1,< 1 Year,No,22637.0,152.0,124,0
1177,Male,59,1,26.0,0,> 2 Years,Yes,38063.0,22.0,283,0
189287,Male,23,1,12.0,0,< 1 Year,Yes,28107.0,26.0,195,1
280055,Female,48,1,8.0,0,1-2 Year,No,2630.0,124.0,31,0
135400,Female,24,1,2.0,1,< 1 Year,No,20473.0,152.0,33,0
158019,Female,37,1,39.0,0,1-2 Year,Yes,2630.0,157.0,123,0
27514,Female,53,1,20.0,0,1-2 Year,Yes,2630.0,124.0,247,0
231701,Male,48,1,33.0,0,1-2 Year,Yes,34216.0,154.0,272,1
64856,Male,22,1,45.0,1,< 1 Year,No,2630.0,152.0,18,0
237190,Female,22,1,15.0,1,< 1 Year,No,38903.0,152.0,124,0
36371,Male,67,1,8.0,0,1-2 Year,Yes,29699.0,7.0,133,0
307044,Female,24,1,39.0,0,< 1 Year,No,2630.0,152.0,276,1
317935,Female,26,1,29.0,1,< 1 Year,No,41283.0,152.0,258,0
19399,Female,47,1,29.0,0,1-2 Year,No,29825.0,26.0,129,0
303602,Female,60,1,28.0,0,1-2 Year,Yes,24529.0,35.0,282,0
346632,Male,61,1,18.0,1,1-2 Year,Yes,2630.0,157.0,125,0
116397,Female,22,1,15.0,0,< 1 Year,Yes,37608.0,152.0,42,0
65022,Female,36,1,28.0,1,1-2 Year,No,43183.0,26.0,264,0
332681,Female,46,1,27.0,0,1-2 Year,No,24257.0,26.0,73,0
218374,Female,21,1,46.0,0,< 1 Year,Yes,49438.0,160.0,16,0
117797,Female,38,1,31.0,0,1-2 Year,Yes,2630.0,154.0,288,0
110941,Male,27,1,8.0,1,< 1 Year,No,24417.0,152.0,52,0
143966,Male,25,1,37.0,0,< 1 Year,Yes,27499.0,152.0,206,1
188033,Male,52,1,28.0,1,1-2 Year,No,35897.0,26.0,217,0
350044,Female,34,1,15.0,1,1-2 Year,No,2630.0,152.0,79,0
367820,Female,32,1,26.0,1,1-2 Year,No,21131.0,8.0,217,0
366150,Male,45,1,28.0,0,1-2 Year,Yes,44605.0,124.0,240,1
113897,Male,30,1,8.0,0,< 1 Year,Yes,41158.0,26.0,183,0
147177,Female,74,1,48.0,0,1-2 Year,Yes,2630.0,15.0,101,0
305594,Male,53,1,28.0,0,1-2 Year,Yes,43219.0,124.0,289,1
180489,Male,24,1,36.0,1,< 1 Year,No,46529.0,152.0,61,0
324804,Female,40,1,8.0,0,1-2 Year,Yes,2630.0,124.0,117,0
132251,Female,31,1,11.0,1,1-2 Year,No,2630.0,124.0,230,0
313969,Male,63,1,36.0,0,> 2 Years,Yes,51444.0,124.0,194,0
90453,Female,23,1,29.0,1,< 1 Year,No,35382.0,152.0,205,0
247283,Male,46,1,15.0,0,1-2 Year,Yes,39828.0,124.0,112,0
6684,Female,24,1,8.0,1,< 1 Year,No,42879.0,152.0,219,0
259679,Male,35,1,11.0,0,1-2 Year,Yes,2630.0,156.0,46,1
333095,Female,34,1,30.0,1,1-2 Year,No,34767.0,152.0,81,0
312393,Male,49,1,28.0,0,1-2 Year,Yes,58768.0,26.0,31,1
14604,Male,50,1,28.0,0,> 2 Years,Yes,30105.0,13.0,101,0
222739,Male,65,1,29.0,1,1-2 Year,Yes,39415.0,26.0,123,0
355891,Female,20,1,35.0,0,< 1 Year,Yes,2630.0,157.0,170,0
159782,Male,50,1,41.0,0,1-2 Year,Yes,28273.0,122.0,51,0
158525,Female,52,1,29.0,0,> 2 Years,Yes,29387.0,26.0,84,0
327978,Male,41,1,38.0,0,1-2 Year,Yes,31089.0,124.0,240,0
133375,Male,39,1,26.0,1,1-2 Year,No,27922.0,152.0,146,0
231402,Male,38,1,28.0,1,1-2 Year,No,68637.0,26.0,282,0
122491,Male,27,1,11.0,1,< 1 Year,No,31021.0,152.0,70,0
313811,Male,48,1,8.0,0,> 2 Years,Yes,40662.0,7.0,239,0
314776,Male,51,1,28.0,1,1-2 Year,Yes,41942.0,3.0,151,0
304653,Male,61,1,47.0,0,> 2 Years,Yes,46566.0,124.0,194,0
213724,Male,25,1,8.0,1,< 1 Year,No,40074.0,152.0,188,0
89065,Male,49,1,28.0,0,> 2 Years,Yes,2630.0,156.0,83,1
79450,Male,25,1,15.0,1,< 1 Year,No,29082.0,152.0,282,0
251344,Male,42,1,38.0,0,1-2 Year,Yes,44017.0,124.0,92,0
286631,Female,28,1,15.0,0,< 1 Year,No,32036.0,152.0,13,0
297925,Female,40,1,28.0,1,1-2 Year,No,35065.0,122.0,24,0
303888,Male,48,1,8.0,0,1-2 Year,Yes,38437.0,25.0,62,1
222967,Female,21,1,24.0,1,< 1 Year,Yes,34838.0,152.0,128,0
353912,Male,22,1,15.0,0,< 1 Year,Yes,39443.0,152.0,247,0
322951,Male,59,1,40.0,1,1-2 Year,No,2630.0,26.0,176,0
97638,Female,35,1,15.0,0,1-2 Year,Yes,2630.0,160.0,185,0
163438,Female,38,1,29.0,0,1-2 Year,Yes,31056.0,26.0,224,0
97345,Female,70,1,28.0,1,1-2 Year,Yes,43438.0,26.0,222,0
17775,Male,67,1,18.0,1,1-2 Year,No,27072.0,124.0,151,0
107578,Male,22,1,38.0,1,< 1 Year,No,37031.0,152.0,70,0
202280,Female,23,1,8.0,0,< 1 Year,Yes,52664.0,26.0,32,0
161370,Female,69,1,28.0,1,1-2 Year,No,88733.0,26.0,39,0
70730,Male,51,1,29.0,0,1-2 Year,Yes,25503.0,26.0,182,1
214233,Female,22,1,28.0,1,< 1 Year,No,28233.0,152.0,58,0
293898,Male,24,1,8.0,1,< 1 Year,No,35577.0,152.0,207,0
83746,Female,37,1,35.0,0,1-2 Year,Yes,27487.0,124.0,97,1
91463,Male,21,1,27.0,0,< 1 Year,Yes,38694.0,152.0,30,0
269035,Female,67,1,28.0,0,> 2 Years,Yes,39199.0,26.0,91,0
327957,Female,27,1,2.0,1,< 1 Year,No,2630.0,152.0,76,0
216039,Female,24,1,12.0,1,< 1 Year,No,23209.0,152.0,182,0
294893,Female,32,1,46.0,1,1-2 Year,No,33115.0,124.0,260,0
328176,Female,24,1,28.0,1,< 1 Year,No,35313.0,152.0,219,0
152122,Male,48,1,28.0,0,1-2 Year,Yes,37667.0,26.0,210,1
327876,Female,47,1,36.0,0,1-2 Year,Yes,28592.0,26.0,28,0
208212,Male,25,1,50.0,1,< 1 Year,No,39003.0,151.0,275,0
30213,Female,24,1,3.0,0,< 1 Year,Yes,38669.0,152.0,137,0
370417,Female,23,1,47.0,0,< 1 Year,Yes,32715.0,152.0,118,1
67148,Female,24,1,18.0,1,< 1 Year,No,26943.0,152.0,69,0
366355,Female,21,1,12.0,0,< 1 Year,Yes,25848.0,152.0,111,0
72925,Male,54,1,8.0,0,1-2 Year,Yes,30151.0,26.0,58,0
276936,Female,67,1,28.0,1,1-2 Year,No,39283.0,124.0,105,0
237747,Female,24,1,45.0,0,< 1 Year,Yes,24060.0,152.0,283,0
141669,Male,39,1,18.0,0,1-2 Year,Yes,24328.0,29.0,10,0
94990,Male,80,1,28.0,0,1-2 Year,Yes,2630.0,156.0,259,0
344079,Female,27,1,27.0,0,< 1 Year,Yes,31406.0,152.0,298,0
64492,Male,49,1,41.0,0,1-2 Year,Yes,2630.0,156.0,120,0
31070,Male,44,1,28.0,0,1-2 Year,Yes,26448.0,26.0,123,0
81136,Male,60,1,28.0,0,1-2 Year,Yes,40735.0,124.0,138,0
348311,Female,27,1,30.0,1,< 1 Year,No,34895.0,152.0,163,0
81027,Male,43,1,26.0,0,1-2 Year,Yes,27561.0,22.0,292,0
249249,Male,28,1,37.0,0,< 1 Year,Yes,2630.0,160.0,208,0
13514,Female,56,1,41.0,0,1-2 Year,Yes,48002.0,136.0,170,0
368427,Male,47,1,14.0,0,1-2 Year,Yes,2630.0,124.0,44,0
299317,Male,69,1,28.0,0,1-2 Year,Yes,30015.0,26.0,225,0
184762,Female,20,1,15.0,0,< 1 Year,Yes,37390.0,160.0,183,0
244167,Female,25,1,28.0,1,< 1 Year,No,49739.0,26.0,218,0
97645,Male,64,1,28.0,0,1-2 Year,Yes,2630.0,156.0,64,0
232439,Male,69,1,43.0,1,1-2 Year,No,2630.0,26.0,24,0
302679,Male,48,1,28.0,0,1-2 Year,No,44651.0,124.0,98,0
371950,Male,32,1,41.0,1,1-2 Year,No,29551.0,26.0,131,0
214818,Female,41,1,10.0,0,1-2 Year,Yes,2630.0,26.0,154,1
271063,Female,40,1,17.0,1,1-2 Year,No,37988.0,124.0,255,0
352647,Male,27,1,22.0,1,< 1 Year,No,27179.0,152.0,254,0
301253,Female,42,1,8.0,0,1-2 Year,Yes,34494.0,26.0,48,1
322260,Female,23,1,37.0,0,< 1 Year,Yes,32765.0,152.0,223,0
15600,Female,27,1,32.0,0,< 1 Year,Yes,2630.0,152.0,261,0
282471,Male,26,1,8.0,1,< 1 Year,No,37484.0,152.0,235,0
262494,Male,43,1,47.0,0,1-2 Year,Yes,41520.0,26.0,145,0
68268,Male,64,1,27.0,0,1-2 Year,Yes,2630.0,124.0,146,0
205671,Female,37,1,46.0,0,1-2 Year,Yes,24672.0,11.0,162,1
340850,Male,26,1,36.0,1,< 1 Year,No,32293.0,152.0,55,0
278367,Female,21,1,36.0,1,< 1 Year,Yes,28901.0,152.0,22,0
201368,Male,24,1,36.0,0,< 1 Year,Yes,25096.0,152.0,237,0
211994,Male,36,1,16.0,0,1-2 Year,Yes,31632.0,152.0,255,0
52841,Female,48,1,34.0,0,1-2 Year,Yes,48743.0,124.0,54,0
167557,Male,49,1,10.0,0,1-2 Year,Yes,26642.0,154.0,179,0
9127,Male,64,1,28.0,1,1-2 Year,No,39136.0,26.0,125,0
263177,Male,32,1,41.0,1,< 1 Year,No,35553.0,152.0,43,0
360503,Male,24,1,42.0,0,< 1 Year,Yes,27827.0,152.0,166,0
119105,Male,77,1,46.0,0,1-2 Year,Yes,29131.0,26.0,190,0
72213,Male,76,1,18.0,0,1-2 Year,Yes,30359.0,26.0,70,0
233975,Male,59,1,12.0,1,1-2 Year,No,27299.0,26.0,138,0
170533,Male,64,1,28.0,0,> 2 Years,Yes,46259.0,26.0,187,0
162626,Female,73,1,28.0,1,1-2 Year,No,38179.0,122.0,95,0
134456,Male,46,1,7.0,0,1-2 Year,Yes,38098.0,124.0,87,0
168089,Male,25,1,28.0,1,< 1 Year,No,19366.0,152.0,248,0
288844,Male,51,1,43.0,0,> 2 Years,Yes,49421.0,26.0,245,1
338807,Female,57,1,24.0,0,1-2 Year,Yes,2630.0,156.0,250,0
181380,Male,22,1,46.0,1,< 1 Year,No,32730.0,152.0,208,0
16241,Male,20,1,14.0,1,< 1 Year,No,2630.0,160.0,14,0
31073,Male,64,1,28.0,0,1-2 Year,Yes,34335.0,122.0,246,0
237396,Male,54,1,28.0,0,> 2 Years,Yes,85949.0,25.0,238,1
126397,Male,40,1,28.0,0,1-2 Year,Yes,38997.0,125.0,15,0
380234,Male,22,1,47.0,1,< 1 Year,Yes,37969.0,152.0,107,0
313353,Male,46,1,28.0,0,1-2 Year,Yes,33980.0,163.0,171,1
153515,Female,39,1,33.0,1,1-2 Year,No,55737.0,124.0,76,0
73943,Female,24,1,47.0,0,< 1 Year,Yes,39432.0,152.0,70,0
338454,Female,41,1,35.0,0,1-2 Year,Yes,30508.0,124.0,192,1
282697,Male,52,1,11.0,0,1-2 Year,Yes,24425.0,120.0,104,0
207322,Male,23,1,5.0,1,< 1 Year,No,26533.0,152.0,113,0
200738,Male,54,1,35.0,0,1-2 Year,Yes,40169.0,26.0,175,0
238309,Female,45,1,28.0,1,1-2 Year,No,31482.0,124.0,210,0
130281,Male,42,1,28.0,0,1-2 Year,Yes,25231.0,26.0,143,1
290527,Female,29,1,41.0,0,1-2 Year,Yes,2630.0,157.0,161,0
299604,Male,26,1,28.0,1,< 1 Year,No,23907.0,152.0,218,0
223070,Male,27,1,18.0,0,1-2 Year,Yes,36964.0,125.0,250,0
290732,Female,69,0,35.0,1,1-2 Year,No,28731.0,26.0,143,0
284006,Female,57,1,20.0,1,1-2 Year,No,2630.0,26.0,268,0
40737,Male,31,1,26.0,0,1-2 Year,Yes,33171.0,124.0,12,1
352589,Female,50,1,25.0,0,1-2 Year,Yes,33963.0,124.0,258,0
190669,Male,21,1,35.0,0,1-2 Year,Yes,30489.0,26.0,247,0
175728,Male,69,1,0.0,0,1-2 Year,Yes,2630.0,122.0,13,0
3394,Female,40,1,29.0,0,1-2 Year,Yes,2630.0,156.0,228,0
222666,Female,45,1,7.0,0,1-2 Year,Yes,42875.0,124.0,281,1
236620,Female,23,1,28.0,0,< 1 Year,Yes,70224.0,152.0,267,0
287296,Female,55,1,15.0,0,> 2 Years,Yes,22758.0,124.0,117,0
27517,Male,39,1,15.0,0,1-2 Year,Yes,2630.0,26.0,133,0
367574,Female,44,1,35.0,0,1-2 Year,Yes,24827.0,26.0,198,1
20002,Female,28,1,11.0,1,< 1 Year,No,29080.0,152.0,253,0
54894,Male,24,1,15.0,0,< 1 Year,Yes,26820.0,152.0,131,0
170848,Male,45,1,28.0,0,1-2 Year,Yes,47638.0,124.0,291,0
359033,Female,27,1,33.0,0,< 1 Year,Yes,2630.0,124.0,133,0
77298,Female,42,1,28.0,1,1-2 Year,No,36168.0,124.0,258,0
232618,Male,28,1,28.0,0,1-2 Year,Yes,38614.0,124.0,176,0
208468,Female,23,1,30.0,0,< 1 Year,Yes,26706.0,152.0,291,0
289716,Male,30,1,50.0,0,1-2 Year,Yes,33625.0,154.0,167,0
92652,Female,39,1,8.0,0,1-2 Year,Yes,74248.0,26.0,272,1
15447,Female,25,1,8.0,1,< 1 Year,No,24903.0,152.0,109,0
253260,Male,21,1,36.0,1,< 1 Year,No,46016.0,160.0,83,0
28087,Male,62,1,33.0,0,> 2 Years,Yes,22579.0,26.0,284,0
14468,Male,23,1,30.0,1,< 1 Year,No,29374.0,152.0,272,0
254783,Male,21,1,50.0,0,< 1 Year,Yes,33468.0,160.0,143,0
19400,Female,53,1,29.0,0,1-2 Year,Yes,35858.0,124.0,161,1
55705,Female,24,1,29.0,1,< 1 Year,No,28490.0,152.0,81,0
239697,Female,42,1,28.0,0,1-2 Year,Yes,41064.0,122.0,45,0
378774,Female,35,1,28.0,1,1-2 Year,No,29202.0,152.0,243,0
70708,Female,22,1,28.0,1,1-2 Year,Yes,43251.0,157.0,69,0
110011,Female,25,1,46.0,1,< 1 Year,No,36849.0,152.0,277,0
58693,Female,24,1,3.0,1,< 1 Year,No,19042.0,152.0,105,0
295131,Male,28,1,46.0,1,< 1 Year,No,29337.0,152.0,299,0
73525,Female,46,1,28.0,0,1-2 Year,Yes,30086.0,13.0,90,1
82795,Female,23,1,28.0,0,< 1 Year,Yes,38426.0,124.0,289,1
84496,Male,23,1,15.0,0,< 1 Year,No,32945.0,152.0,107,0
140059,Female,25,1,15.0,0,< 1 Year,Yes,24497.0,152.0,16,0
103624,Female,28,1,6.0,1,< 1 Year,No,26238.0,152.0,214,0
248344,Male,49,1,28.0,1,1-2 Year,No,2630.0,124.0,245,0
161268,Male,56,1,41.0,0,1-2 Year,Yes,51068.0,26.0,199,1
272418,Male,49,1,22.0,0,1-2 Year,Yes,27947.0,8.0,43,0
311789,Male,28,1,47.0,1,< 1 Year,No,2630.0,152.0,121,0
358337,Male,44,1,37.0,0,1-2 Year,Yes,2630.0,128.0,214,0
201148,Male,58,1,11.0,1,1-2 Year,No,45576.0,26.0,108,0
14756,Female,55,1,35.0,1,1-2 Year,Yes,2630.0,156.0,29,0
5786,Female,37,1,0.0,0,1-2 Year,Yes,2630.0,151.0,40,0
72000,Female,41,1,8.0,0,1-2 Year,Yes,2630.0,7.0,241,0
183864,Male,54,1,50.0,0,1-2 Year,Yes,29559.0,8.0,183,0
206215,Male,33,1,3.0,0,< 1 Year,No,37626.0,152.0,209,0
140134,Female,23,1,21.0,0,< 1 Year,No,37240.0,152.0,124,0
232514,Female,25,1,13.0,1,< 1 Year,No,29816.0,152.0,166,0
105179,Male,23,1,39.0,0,< 1 Year,Yes,2630.0,156.0,196,0
192731,Female,22,1,26.0,0,< 1 Year,No,44372.0,152.0,132,0
328483,Male,77,1,8.0,1,1-2 Year,No,24725.0,124.0,198,0
114725,Female,33,1,41.0,1,< 1 Year,No,47300.0,152.0,83,0
310224,Male,27,1,41.0,0,1-2 Year,Yes,2630.0,156.0,63,0
247209,Female,21,1,28.0,0,1-2 Year,Yes,60796.0,122.0,232,0
367901,Male,37,1,50.0,0,1-2 Year,Yes,44150.0,26.0,294,1
229833,Male,33,1,9.0,0,1-2 Year,No,33224.0,26.0,56,0
181633,Female,24,1,28.0,0,< 1 Year,Yes,27893.0,124.0,153,0
179139,Female,21,1,36.0,1,< 1 Year,No,29966.0,160.0,193,0
56538,Male,23,1,8.0,1,< 1 Year,No,40432.0,152.0,80,0
288271,Female,38,1,46.0,0,1-2 Year,Yes,14983.0,124.0,131,1
261949,Female,25,1,41.0,1,< 1 Year,No,27440.0,152.0,54,0
275852,Female,22,1,36.0,1,< 1 Year,No,34163.0,160.0,255,0
167179,Female,25,1,46.0,1,< 1 Year,No,27730.0,152.0,91,0
168168,Female,23,1,46.0,1,< 1 Year,No,27062.0,151.0,210,0
161975,Female,22,1,28.0,0,< 1 Year,No,65871.0,152.0,256,0
370750,Male,23,1,41.0,1,< 1 Year,No,46185.0,152.0,127,0
174763,Female,29,1,24.0,0,< 1 Year,Yes,24547.0,152.0,226,0
45583,Female,43,1,28.0,0,1-2 Year,Yes,33754.0,26.0,186,0
284119,Male,24,1,30.0,1,< 1 Year,No,29736.0,152.0,20,0
111764,Female,23,1,4.0,1,< 1 Year,No,34177.0,152.0,192,0
336790,Female,25,1,28.0,1,< 1 Year,No,34882.0,152.0,283,0
71781,Male,45,1,28.0,0,1-2 Year,Yes,33730.0,26.0,150,1
139093,Female,20,1,15.0,0,< 1 Year,Yes,27649.0,160.0,111,0
109430,Female,44,1,50.0,1,1-2 Year,No,25281.0,124.0,58,0
160070,Male,24,1,14.0,0,< 1 Year,Yes,34931.0,152.0,222,1
37489,Female,27,1,28.0,1,< 1 Year,No,36085.0,152.0,282,0
119680,Male,27,1,41.0,0,< 1 Year,Yes,44658.0,152.0,73,1
346078,Female,27,1,13.0,1,< 1 Year,No,25717.0,151.0,84,0
119928,Female,25,1,36.0,1,< 1 Year,No,2630.0,151.0,179,0
228344,Female,38,1,28.0,0,1-2 Year,Yes,37307.0,156.0,55,1
203690,Male,49,1,28.0,0,1-2 Year,Yes,46014.0,122.0,66,0
74567,Male,56,1,41.0,0,1-2 Year,Yes,41236.0,26.0,138,0
